alabama (255, 34.193750233610494, 34.193750233610494)
alaska (255, 98.01806933470283, 98.01806933470283)
arizona (255, 76.79440500255184, 76.79440500255184)
arkansas (255, 78.803152722554, 78.803152722554)
california (88.22563134162714, 88.22563134162714, 255)
colorado (255, 132.64645776121085, 132.64645776121085)
connecticut (69.48061523030084, 69.48061523030084, 255)
delaware (81.86029310243198, 81.86029310243198, 255)
florida (255, 104.39514415692337, 104.39514415692337)
georgia (255, 104.09468206340937, 104.09468206340937)
hawaii (0.0, 0.0, 255)
idaho (255, 95.12523444376525, 95.12523444376525)
illinois (150.99212010645726, 150.99212010645726, 255)
indiana (255, 104.91917746331636, 104.91917746331636)
iowa (255, 159.0933473926833, 159.0933473926833)
kansas (255, 26.67849662754354, 26.67849662754354)
kentucky (255, 117.33961528038766, 117.33961528038766)
louisiana (255, 109.86009244717788, 109.86009244717788)
maine (84.36831893684463, 84.36831893684463, 255)
maryland (118.35942999990726, 118.35942999990726, 255)
massachusetts (43.01636140345837, 43.01636140345837, 255)
michigan (255, 139.51628224231385, 139.51628224231385)
minnesota (114.75289596539962, 114.75289596539962, 255)
mississippi (255, 3.657026819148389, 3.657026819148389)
missouri (255, 106.02373933733931, 106.02373933733931)
montana (135.16140968333826, 135.16140968333826, 255)
nebraska (255, 88.6435581072463, 88.6435581072463)
nevada (128.43753745988778, 128.43753745988778, 255)
new hampshire (167.8942651353267, 167.8942651353267, 255)
new jersey (153.5655884962205, 153.5655884962205, 255)
new mexico (154.29275967121671, 154.29275967121671, 255)
new york (85.37003782461277, 85.37003782461277, 255)
north carolina (255, 76.33197317299904, 76.33197317299904)
north dakota (154.49836449955544, 154.49836449955544, 255)
ohio (255, 136.01356546513324, 136.01356546513324)
oklahoma (255, 109.64211150276816, 109.64211150276816)
oregon (119.58154847134033, 119.58154847134033, 255)
pennsylvania (255, 161.43769236102702, 161.43769236102702)
rhode island (101.69493565105728, 101.69493565105728, 255)
south carolina (255, 0.0, 0.0)
south dakota (255, 119.00722761961374, 119.00722761961374)
tennessee (255, 42.51164108239111, 42.51164108239111)
texas (255, 63.424876263319305, 63.424876263319305)
utah (255, 42.32905335355864, 42.32905335355864)
vermont (91.62333303706784, 91.62333303706784, 255)
virginia (255, 113.865816934142, 113.865816934142)
washington (142.42723468645033, 142.42723468645033, 255)
west virginia (255, 126.63893899296279, 126.63893899296279)
wisconsin (137.64867468909227, 137.64867468909227, 255)
wyoming (255, 72.56089489541881, 72.56089489541881)
district of columbia (99.91179598217077, 99.91179598217077, 255)
